respondent_id,question_id,alternative,chosen,sugar_type,health_label,price,sugar_free,has_health_label
184,q23,Neither,0,None,None,0,0,0
184,q24,A,1,일반당,건강라벨 있음,2000,0,1
184,q24,B,0,일반당,건강라벨 없음,2500,0,0
184,q24,Neither,0,None,None,0,0,0
184,q25,A,1,무설탕,건강라벨 없음,2500,1,0
184,q25,B,0,일반당,건강라벨 있음,3000,0,1
184,q25,Neither,0,None,None,0,0,0
184,q26,A,0,일반당,건강라벨 있음,3000,0,1
184,q26,B,1,무설탕,건강라벨 없음,2000,1,0
184,q26,Neither,0,None,None,0,0,0
185,q21,A,1,무설탕,건강라벨 있음,2500,1,1
185,q21,B,0,일반당,건강라벨 없음,2000,0,0
185,q21,Neither,0,None,None,0,0,0
185,q22,A,0,일반당,건강라벨 없음,3000,0,0
185,q22,B,1,무설탕,건강라벨 있음,2500,1,1
185,q22,Neither,0,None,None,0,0,0
185,q23,A,0,무설탕,건강라벨 없음,2000,1,0
185,q23,B,1,무설탕,건강라벨 있음,3000,1,1
185,q23,Neither,0,None,None,0,0,0
185,q24,A,1,일반당,건강라벨 있음,2000,0,1
185,q24,B,0,일반당,건강라벨 없음,2500,0,0
185,q24,Neither,0,None,None,0,0,0
185,q25,A,1,무설탕,건강라벨 없음,2500,1,0
185,q25,B,0,일반당,건강라벨 있음,3000,0,1
185,q25,Neither,0,None,None,0,0,0
185,q26,A,0,일반당,건강라벨 있음,3000,0,1
185,q26,B,1,무설탕,건강라벨 없음,2000,1,0
185,q26,Neither,0,None,None,0,0,0
187,q21,A,1,무설탕,건강라벨 있음,2500,1,1
187,q21,B,0,일반당,건강라벨 없음,2000,0,0
187,q21,Neither,0,None,None,0,0,0
187,q22,A,0,일반당,건강라벨 없음,3000,0,0
187,q22,B,1,무설탕,건강라벨 있음,2500,1,1
187,q22,Neither,0,None,None,0,0,0
187,q23,A,0,무설탕,건강라벨 없음,2000,1,0
187,q23,B,1,무설탕,건강라벨 있음,3000,1,1
187,q23,Neither,0,None,None,0,0,0
187,q24,A,0,일반당,건강라벨 있음,2000,0,1
187,q24,B,0,일반당,건강라벨 없음,2500,0,0
187,q24,Neither,1,None,None,0,0,0
187,q25,A,1,무설탕,건강라벨 없음,2500,1,0
187,q25,B,0,일반당,건강라벨 있음,3000,0,1
187,q25,Neither,0,None,None,0,0,0
187,q26,A,0,일반당,건강라벨 있음,3000,0,1
187,q26,B,1,무설탕,건강라벨 없음,2000,1,0
187,q26,Neither,0,None,None,0,0,0
188,q21,A,0,무설탕,건강라벨 있음,2500,1,1
188,q21,B,0,일반당,건강라벨 없음,2000,0,0
188,q21,Neither,1,None,None,0,0,0
188,q22,A,0,일반당,건강라벨 없음,3000,0,0
188,q22,B,0,무설탕,건강라벨 있음,2500,1,1
188,q22,Neither,1,None,None,0,0,0
188,q23,A,0,무설탕,건강라벨 없음,2000,1,0
188,q23,B,0,무설탕,건강라벨 있음,3000,1,1
188,q23,Neither,1,None,None,0,0,0
188,q24,A,0,일반당,건강라벨 있음,2000,0,1
188,q24,B,0,일반당,건강라벨 없음,2500,0,0
188,q24,Neither,1,None,None,0,0,0
188,q25,A,0,무설탕,건강라벨 없음,2500,1,0
188,q25,B,0,일반당,건강라벨 있음,3000,0,1
188,q25,Neither,1,None,None,0,0,0
188,q26,A,0,일반당,건강라벨 있음,3000,0,1
188,q26,B,1,무설탕,건강라벨 없음,2000,1,0
188,q26,Neither,0,None,None,0,0,0
189,q21,A,1,무설탕,건강라벨 있음,2500,1,1
189,q21,B,0,일반당,건강라벨 없음,2000,0,0
189,q21,Neither,0,None,None,0,0,0
189,q22,A,0,일반당,건강라벨 없음,3000,0,0
189,q22,B,1,무설탕,건강라벨 있음,2500,1,1
189,q22,Neither,0,None,None,0,0,0
189,q23,A,0,무설탕,건강라벨 없음,2000,1,0
189,q23,B,1,무설탕,건강라벨 있음,3000,1,1
189,q23,Neither,0,None,None,0,0,0
189,q24,A,1,일반당,건강라벨 있음,2000,0,1
189,q24,B,0,일반당,건강라벨 없음,2500,0,0
189,q24,Neither,0,None,None,0,0,0
189,q25,A,1,무설탕,건강라벨 없음,2500,1,0
189,q25,B,0,일반당,건강라벨 있음,3000,0,1
189,q25,Neither,0,None,None,0,0,0
189,q26,A,0,일반당,건강라벨 있음,3000,0,1
189,q26,B,1,무설탕,건강라벨 없음,2000,1,0
189,q26,Neither,0,None,None,0,0,0
190,q21,A,1,무설탕,건강라벨 있음,2500,1,1
190,q21,B,0,일반당,건강라벨 없음,2000,0,0
190,q21,Neither,0,None,None,0,0,0
190,q22,A,0,일반당,건강라벨 없음,3000,0,0
190,q22,B,1,무설탕,건강라벨 있음,2500,1,1
190,q22,Neither,0,None,None,0,0,0
190,q23,A,1,무설탕,건강라벨 없음,2000,1,0
190,q23,B,0,무설탕,건강라벨 있음,3000,1,1
190,q23,Neither,0,None,None,0,0,0
190,q24,A,0,일반당,건강라벨 있음,2000,0,1
190,q24,B,1,일반당,건강라벨 없음,2500,0,0
190,q24,Neither,0,None,None,0,0,0
190,q25,A,1,무설탕,건강라벨 없음,2500,1,0
190,q25,B,0,일반당,건강라벨 있음,3000,0,1
190,q25,Neither,0,None,None,0,0,0
190,q26,A,0,일반당,건강라벨 있음,3000,0,1
190,q26,B,1,무설탕,건강라벨 없음,2000,1,0
190,q26,Neither,0,None,None,0,0,0
191,q21,A,1,무설탕,건강라벨 있음,2500,1,1
191,q21,B,0,일반당,건강라벨 없음,2000,0,0
191,q21,Neither,0,None,None,0,0,0
191,q22,A,0,일반당,건강라벨 없음,3000,0,0
191,q22,B,1,무설탕,건강라벨 있음,2500,1,1
191,q22,Neither,0,None,None,0,0,0
191,q23,A,1,무설탕,건강라벨 없음,2000,1,0
191,q23,B,0,무설탕,건강라벨 있음,3000,1,1
191,q23,Neither,0,None,None,0,0,0
191,q24,A,1,일반당,건강라벨 있음,2000,0,1
191,q24,B,0,일반당,건강라벨 없음,2500,0,0
191,q24,Neither,0,None,None,0,0,0
191,q25,A,1,무설탕,건강라벨 없음,2500,1,0
191,q25,B,0,일반당,건강라벨 있음,3000,0,1
191,q25,Neither,0,None,None,0,0,0
191,q26,A,0,일반당,건강라벨 있음,3000,0,1
191,q26,B,1,무설탕,건강라벨 없음,2000,1,0
191,q26,Neither,0,None,None,0,0,0
192,q21,A,1,무설탕,건강라벨 있음,2500,1,1
192,q21,B,0,일반당,건강라벨 없음,2000,0,0
192,q21,Neither,0,None,None,0,0,0
192,q22,A,0,일반당,건강라벨 없음,3000,0,0
192,q22,B,1,무설탕,건강라벨 있음,2500,1,1
192,q22,Neither,0,None,None,0,0,0
192,q23,A,0,무설탕,건강라벨 없음,2000,1,0
192,q23,B,1,무설탕,건강라벨 있음,3000,1,1
192,q23,Neither,0,None,None,0,0,0
192,q24,A,1,일반당,건강라벨 있음,2000,0,1
192,q24,B,0,일반당,건강라벨 없음,2500,0,0
192,q24,Neither,0,None,None,0,0,0
192,q25,A,0,무설탕,건강라벨 없음,2500,1,0
192,q25,B,1,일반당,건강라벨 있음,3000,0,1
192,q25,Neither,0,None,None,0,0,0
192,q26,A,0,일반당,건강라벨 있음,3000,0,1
192,q26,B,1,무설탕,건강라벨 없음,2000,1,0
192,q26,Neither,0,None,None,0,0,0
193,q21,A,1,무설탕,건강라벨 있음,2500,1,1
193,q21,B,0,일반당,건강라벨 없음,2000,0,0
193,q21,Neither,0,None,None,0,0,0
193,q22,A,0,일반당,건강라벨 없음,3000,0,0
193,q22,B,1,무설탕,건강라벨 있음,2500,1,1
193,q22,Neither,0,None,None,0,0,0
193,q23,A,1,무설탕,건강라벨 없음,2000,1,0
193,q23,B,0,무설탕,건강라벨 있음,3000,1,1
193,q23,Neither,0,None,None,0,0,0
193,q24,A,1,일반당,건강라벨 있음,2000,0,1
193,q24,B,0,일반당,건강라벨 없음,2500,0,0
193,q24,Neither,0,None,None,0,0,0
193,q25,A,1,무설탕,건강라벨 없음,2500,1,0
193,q25,B,0,일반당,건강라벨 있음,3000,0,1
193,q25,Neither,0,None,None,0,0,0
193,q26,A,0,일반당,건강라벨 있음,3000,0,1
193,q26,B,1,무설탕,건강라벨 없음,2000,1,0
193,q26,Neither,0,None,None,0,0,0
194,q21,A,1,무설탕,건강라벨 있음,2500,1,1
194,q21,B,0,일반당,건강라벨 없음,2000,0,0
194,q21,Neither,0,None,None,0,0,0
194,q22,A,0,일반당,건강라벨 없음,3000,0,0
194,q22,B,1,무설탕,건강라벨 있음,2500,1,1
194,q22,Neither,0,None,None,0,0,0
194,q23,A,1,무설탕,건강라벨 없음,2000,1,0
194,q23,B,0,무설탕,건강라벨 있음,3000,1,1
194,q23,Neither,0,None,None,0,0,0
194,q24,A,1,일반당,건강라벨 있음,2000,0,1
194,q24,B,0,일반당,건강라벨 없음,2500,0,0
194,q24,Neither,0,None,None,0,0,0
194,q25,A,1,무설탕,건강라벨 없음,2500,1,0
194,q25,B,0,일반당,건강라벨 있음,3000,0,1
194,q25,Neither,0,None,None,0,0,0
194,q26,A,0,일반당,건강라벨 있음,3000,0,1
194,q26,B,0,무설탕,건강라벨 없음,2000,1,0
194,q26,Neither,1,None,None,0,0,0
195,q21,A,0,무설탕,건강라벨 있음,2500,1,1
195,q21,B,1,일반당,건강라벨 없음,2000,0,0
195,q21,Neither,0,None,None,0,0,0
195,q22,A,1,일반당,건강라벨 없음,3000,0,0
195,q22,B,0,무설탕,건강라벨 있음,2500,1,1
195,q22,Neither,0,None,None,0,0,0
195,q23,A,1,무설탕,건강라벨 없음,2000,1,0
195,q23,B,0,무설탕,건강라벨 있음,3000,1,1
195,q23,Neither,0,None,None,0,0,0
195,q24,A,1,일반당,건강라벨 있음,2000,0,1
195,q24,B,0,일반당,건강라벨 없음,2500,0,0
195,q24,Neither,0,None,None,0,0,0
195,q25,A,1,무설탕,건강라벨 없음,2500,1,0
195,q25,B,0,일반당,건강라벨 있음,3000,0,1
195,q25,Neither,0,None,None,0,0,0
195,q26,A,0,일반당,건강라벨 있음,3000,0,1
195,q26,B,1,무설탕,건강라벨 없음,2000,1,0
195,q26,Neither,0,None,None,0,0,0
196,q21,A,0,무설탕,건강라벨 있음,2500,1,1
196,q21,B,0,일반당,건강라벨 없음,2000,0,0
196,q21,Neither,1,None,None,0,0,0
196,q22,A,0,일반당,건강라벨 없음,3000,0,0
196,q22,B,0,무설탕,건강라벨 있음,2500,1,1
196,q22,Neither,1,None,None,0,0,0
196,q23,A,1,무설탕,건강라벨 없음,2000,1,0
196,q23,B,0,무설탕,건강라벨 있음,3000,1,1
196,q23,Neither,0,None,None,0,0,0
196,q24,A,1,일반당,건강라벨 있음,2000,0,1
196,q24,B,0,일반당,건강라벨 없음,2500,0,0
196,q24,Neither,0,None,None,0,0,0
196,q25,A,1,무설탕,건강라벨 없음,2500,1,0
196,q25,B,0,일반당,건강라벨 있음,3000,0,1
196,q25,Neither,0,None,None,0,0,0
196,q26,A,0,일반당,건강라벨 있음,3000,0,1
196,q26,B,1,무설탕,건강라벨 없음,2000,1,0
196,q26,Neither,0,None,None,0,0,0
198,q21,A,0,무설탕,건강라벨 있음,2500,1,1
198,q21,B,1,일반당,건강라벨 없음,2000,0,0
198,q21,Neither,0,None,None,0,0,0
198,q22,A,0,일반당,건강라벨 없음,3000,0,0
198,q22,B,1,무설탕,건강라벨 있음,2500,1,1
198,q22,Neither,0,None,None,0,0,0
198,q23,A,1,무설탕,건강라벨 없음,2000,1,0
198,q23,B,0,무설탕,건강라벨 있음,3000,1,1
198,q23,Neither,0,None,None,0,0,0
198,q24,A,1,일반당,건강라벨 있음,2000,0,1
198,q24,B,0,일반당,건강라벨 없음,2500,0,0
198,q24,Neither,0,None,None,0,0,0
198,q25,A,1,무설탕,건강라벨 없음,2500,1,0
198,q25,B,0,일반당,건강라벨 있음,3000,0,1
198,q25,Neither,0,None,None,0,0,0
198,q26,A,0,일반당,건강라벨 있음,3000,0,1
198,q26,B,1,무설탕,건강라벨 없음,2000,1,0
198,q26,Neither,0,None,None,0,0,0
199,q21,A,0,무설탕,건강라벨 있음,2500,1,1
199,q21,B,1,일반당,건강라벨 없음,2000,0,0
199,q21,Neither,0,None,None,0,0,0
199,q22,A,0,일반당,건강라벨 없음,3000,0,0
199,q22,B,1,무설탕,건강라벨 있음,2500,1,1
199,q22,Neither,0,None,None,0,0,0
199,q23,A,1,무설탕,건강라벨 없음,2000,1,0
199,q23,B,0,무설탕,건강라벨 있음,3000,1,1
199,q23,Neither,0,None,None,0,0,0
199,q24,A,1,일반당,건강라벨 있음,2000,0,1
199,q24,B,0,일반당,건강라벨 없음,2500,0,0
199,q24,Neither,0,None,None,0,0,0
199,q25,A,1,무설탕,건강라벨 없음,2500,1,0
199,q25,B,0,일반당,건강라벨 있음,3000,0,1
199,q25,Neither,0,None,None,0,0,0
199,q26,A,0,일반당,건강라벨 있음,3000,0,1
199,q26,B,1,무설탕,건강라벨 없음,2000,1,0
199,q26,Neither,0,None,None,0,0,0
200,q21,A,1,무설탕,건강라벨 있음,2500,1,1
200,q21,B,0,일반당,건강라벨 없음,2000,0,0
200,q21,Neither,0,None,None,0,0,0
200,q22,A,0,일반당,건강라벨 없음,3000,0,0
200,q22,B,1,무설탕,건강라벨 있음,2500,1,1
200,q22,Neither,0,None,None,0,0,0
200,q23,A,0,무설탕,건강라벨 없음,2000,1,0
200,q23,B,1,무설탕,건강라벨 있음,3000,1,1
200,q23,Neither,0,None,None,0,0,0
200,q24,A,1,일반당,건강라벨 있음,2000,0,1
200,q24,B,0,일반당,건강라벨 없음,2500,0,0
200,q24,Neither,0,None,None,0,0,0
200,q25,A,0,무설탕,건강라벨 없음,2500,1,0
200,q25,B,1,일반당,건강라벨 있음,3000,0,1
200,q25,Neither,0,None,None,0,0,0
200,q26,A,1,일반당,건강라벨 있음,3000,0,1
200,q26,B,0,무설탕,건강라벨 없음,2000,1,0
200,q26,Neither,0,None,None,0,0,0
201,q21,A,0,무설탕,건강라벨 있음,2500,1,1
201,q21,B,1,일반당,건강라벨 없음,2000,0,0
201,q21,Neither,0,None,None,0,0,0
201,q22,A,0,일반당,건강라벨 없음,3000,0,0
201,q22,B,1,무설탕,건강라벨 있음,2500,1,1
201,q22,Neither,0,None,None,0,0,0
201,q23,A,0,무설탕,건강라벨 없음,2000,1,0
201,q23,B,1,무설탕,건강라벨 있음,3000,1,1
201,q23,Neither,0,None,None,0,0,0
201,q24,A,0,일반당,건강라벨 있음,2000,0,1
201,q24,B,1,일반당,건강라벨 없음,2500,0,0
201,q24,Neither,0,None,None,0,0,0
201,q25,A,0,무설탕,건강라벨 없음,2500,1,0
201,q25,B,1,일반당,건강라벨 있음,3000,0,1
201,q25,Neither,0,None,None,0,0,0
201,q26,A,1,일반당,건강라벨 있음,3000,0,1
201,q26,B,0,무설탕,건강라벨 없음,2000,1,0
201,q26,Neither,0,None,None,0,0,0
202,q21,A,1,무설탕,건강라벨 있음,2500,1,1
202,q21,B,0,일반당,건강라벨 없음,2000,0,0
202,q21,Neither,0,None,None,0,0,0
202,q22,A,0,일반당,건강라벨 없음,3000,0,0
202,q22,B,1,무설탕,건강라벨 있음,2500,1,1
202,q22,Neither,0,None,None,0,0,0
202,q23,A,0,무설탕,건강라벨 없음,2000,1,0
202,q23,B,1,무설탕,건강라벨 있음,3000,1,1
202,q23,Neither,0,None,None,0,0,0
202,q24,A,1,일반당,건강라벨 있음,2000,0,1
202,q24,B,0,일반당,건강라벨 없음,2500,0,0
202,q24,Neither,0,None,None,0,0,0
202,q25,A,0,무설탕,건강라벨 없음,2500,1,0
202,q25,B,1,일반당,건강라벨 있음,3000,0,1
202,q25,Neither,0,None,None,0,0,0
202,q26,A,0,일반당,건강라벨 있음,3000,0,1
202,q26,B,1,무설탕,건강라벨 없음,2000,1,0
202,q26,Neither,0,None,None,0,0,0
203,q21,A,1,무설탕,건강라벨 있음,2500,1,1
203,q21,B,0,일반당,건강라벨 없음,2000,0,0
203,q21,Neither,0,None,None,0,0,0
203,q22,A,0,일반당,건강라벨 없음,3000,0,0
203,q22,B,1,무설탕,건강라벨 있음,2500,1,1
203,q22,Neither,0,None,None,0,0,0
203,q23,A,1,무설탕,건강라벨 없음,2000,1,0
203,q23,B,0,무설탕,건강라벨 있음,3000,1,1
203,q23,Neither,0,None,None,0,0,0
203,q24,A,1,일반당,건강라벨 있음,2000,0,1
203,q24,B,0,일반당,건강라벨 없음,2500,0,0
203,q24,Neither,0,None,None,0,0,0
203,q25,A,1,무설탕,건강라벨 없음,2500,1,0
203,q25,B,0,일반당,건강라벨 있음,3000,0,1
203,q25,Neither,0,None,None,0,0,0
203,q26,A,0,일반당,건강라벨 있음,3000,0,1
203,q26,B,1,무설탕,건강라벨 없음,2000,1,0
203,q26,Neither,0,None,None,0,0,0
204,q21,A,1,무설탕,건강라벨 있음,2500,1,1
204,q21,B,0,일반당,건강라벨 없음,2000,0,0
204,q21,Neither,0,None,None,0,0,0
204,q22,A,0,일반당,건강라벨 없음,3000,0,0
204,q22,B,1,무설탕,건강라벨 있음,2500,1,1
204,q22,Neither,0,None,None,0,0,0
204,q23,A,1,무설탕,건강라벨 없음,2000,1,0
204,q23,B,0,무설탕,건강라벨 있음,3000,1,1
204,q23,Neither,0,None,None,0,0,0
204,q24,A,1,일반당,건강라벨 있음,2000,0,1
204,q24,B,0,일반당,건강라벨 없음,2500,0,0
204,q24,Neither,0,None,None,0,0,0
204,q25,A,1,무설탕,건강라벨 없음,2500,1,0
204,q25,B,0,일반당,건강라벨 있음,3000,0,1
204,q25,Neither,0,None,None,0,0,0
204,q26,A,0,일반당,건강라벨 있음,3000,0,1
204,q26,B,1,무설탕,건강라벨 없음,2000,1,0
204,q26,Neither,0,None,None,0,0,0
205,q21,A,1,무설탕,건강라벨 있음,2500,1,1
205,q21,B,0,일반당,건강라벨 없음,2000,0,0
205,q21,Neither,0,None,None,0,0,0
205,q22,A,0,일반당,건강라벨 없음,3000,0,0
205,q22,B,1,무설탕,건강라벨 있음,2500,1,1
205,q22,Neither,0,None,None,0,0,0
205,q23,A,1,무설탕,건강라벨 없음,2000,1,0
205,q23,B,0,무설탕,건강라벨 있음,3000,1,1
205,q23,Neither,0,None,None,0,0,0
205,q24,A,0,일반당,건강라벨 있음,2000,0,1
205,q24,B,0,일반당,건강라벨 없음,2500,0,0
205,q24,Neither,1,None,None,0,0,0
205,q25,A,1,무설탕,건강라벨 없음,2500,1,0
205,q25,B,0,일반당,건강라벨 있음,3000,0,1
205,q25,Neither,0,None,None,0,0,0
205,q26,A,0,일반당,건강라벨 있음,3000,0,1
205,q26,B,1,무설탕,건강라벨 없음,2000,1,0
205,q26,Neither,0,None,None,0,0,0
206,q21,A,1,무설탕,건강라벨 있음,2500,1,1
206,q21,B,0,일반당,건강라벨 없음,2000,0,0
206,q21,Neither,0,None,None,0,0,0
206,q22,A,0,일반당,건강라벨 없음,3000,0,0
206,q22,B,1,무설탕,건강라벨 있음,2500,1,1
206,q22,Neither,0,None,None,0,0,0
206,q23,A,1,무설탕,건강라벨 없음,2000,1,0
206,q23,B,0,무설탕,건강라벨 있음,3000,1,1
206,q23,Neither,0,None,None,0,0,0
206,q24,A,1,일반당,건강라벨 있음,2000,0,1
206,q24,B,0,일반당,건강라벨 없음,2500,0,0
206,q24,Neither,0,None,None,0,0,0
206,q25,A,1,무설탕,건강라벨 없음,2500,1,0
206,q25,B,0,일반당,건강라벨 있음,3000,0,1
206,q25,Neither,0,None,None,0,0,0
206,q26,A,0,일반당,건강라벨 있음,3000,0,1
206,q26,B,1,무설탕,건강라벨 없음,2000,1,0
206,q26,Neither,0,None,None,0,0,0
207,q21,A,0,무설탕,건강라벨 있음,2500,1,1
207,q21,B,1,일반당,건강라벨 없음,2000,0,0
207,q21,Neither,0,None,None,0,0,0
207,q22,A,0,일반당,건강라벨 없음,3000,0,0
207,q22,B,1,무설탕,건강라벨 있음,2500,1,1
207,q22,Neither,0,None,None,0,0,0
207,q23,A,1,무설탕,건강라벨 없음,2000,1,0
207,q23,B,0,무설탕,건강라벨 있음,3000,1,1
207,q23,Neither,0,None,None,0,0,0
207,q24,A,1,일반당,건강라벨 있음,2000,0,1
207,q24,B,0,일반당,건강라벨 없음,2500,0,0
207,q24,Neither,0,None,None,0,0,0
207,q25,A,0,무설탕,건강라벨 없음,2500,1,0
207,q25,B,0,일반당,건강라벨 있음,3000,0,1
207,q25,Neither,1,None,None,0,0,0
207,q26,A,0,일반당,건강라벨 있음,3000,0,1
207,q26,B,1,무설탕,건강라벨 없음,2000,1,0
207,q26,Neither,0,None,None,0,0,0
208,q21,A,1,무설탕,건강라벨 있음,2500,1,1
208,q21,B,0,일반당,건강라벨 없음,2000,0,0
208,q21,Neither,0,None,None,0,0,0
208,q22,A,0,일반당,건강라벨 없음,3000,0,0
208,q22,B,1,무설탕,건강라벨 있음,2500,1,1
208,q22,Neither,0,None,None,0,0,0
208,q23,A,1,무설탕,건강라벨 없음,2000,1,0
208,q23,B,0,무설탕,건강라벨 있음,3000,1,1
208,q23,Neither,0,None,None,0,0,0
208,q24,A,1,일반당,건강라벨 있음,2000,0,1
208,q24,B,0,일반당,건강라벨 없음,2500,0,0
208,q24,Neither,0,None,None,0,0,0
208,q25,A,1,무설탕,건강라벨 없음,2500,1,0
208,q25,B,0,일반당,건강라벨 있음,3000,0,1
208,q25,Neither,0,None,None,0,0,0
208,q26,A,0,일반당,건강라벨 있음,3000,0,1
208,q26,B,1,무설탕,건강라벨 없음,2000,1,0
208,q26,Neither,0,None,None,0,0,0
209,q21,A,1,무설탕,건강라벨 있음,2500,1,1
209,q21,B,0,일반당,건강라벨 없음,2000,0,0
209,q21,Neither,0,None,None,0,0,0
209,q22,A,0,일반당,건강라벨 없음,3000,0,0
209,q22,B,1,무설탕,건강라벨 있음,2500,1,1
209,q22,Neither,0,None,None,0,0,0
209,q23,A,1,무설탕,건강라벨 없음,2000,1,0
209,q23,B,0,무설탕,건강라벨 있음,3000,1,1
209,q23,Neither,0,None,None,0,0,0
209,q24,A,1,일반당,건강라벨 있음,2000,0,1
209,q24,B,0,일반당,건강라벨 없음,2500,0,0
209,q24,Neither,0,None,None,0,0,0
209,q25,A,1,무설탕,건강라벨 없음,2500,1,0
209,q25,B,0,일반당,건강라벨 있음,3000,0,1
209,q25,Neither,0,None,None,0,0,0
209,q26,A,0,일반당,건강라벨 있음,3000,0,1
209,q26,B,1,무설탕,건강라벨 없음,2000,1,0
209,q26,Neither,0,None,None,0,0,0
210,q21,A,1,무설탕,건강라벨 있음,2500,1,1
210,q21,B,0,일반당,건강라벨 없음,2000,0,0
210,q21,Neither,0,None,None,0,0,0
210,q22,A,0,일반당,건강라벨 없음,3000,0,0
210,q22,B,1,무설탕,건강라벨 있음,2500,1,1
210,q22,Neither,0,None,None,0,0,0
210,q23,A,1,무설탕,건강라벨 없음,2000,1,0
210,q23,B,0,무설탕,건강라벨 있음,3000,1,1
210,q23,Neither,0,None,None,0,0,0
210,q24,A,1,일반당,건강라벨 있음,2000,0,1
210,q24,B,0,일반당,건강라벨 없음,2500,0,0
210,q24,Neither,0,None,None,0,0,0
210,q25,A,1,무설탕,건강라벨 없음,2500,1,0
210,q25,B,0,일반당,건강라벨 있음,3000,0,1
210,q25,Neither,0,None,None,0,0,0
210,q26,A,1,일반당,건강라벨 있음,3000,0,1
210,q26,B,0,무설탕,건강라벨 없음,2000,1,0
210,q26,Neither,0,None,None,0,0,0
211,q21,A,1,무설탕,건강라벨 있음,2500,1,1
211,q21,B,0,일반당,건강라벨 없음,2000,0,0
211,q21,Neither,0,None,None,0,0,0
211,q22,A,0,일반당,건강라벨 없음,3000,0,0
211,q22,B,1,무설탕,건강라벨 있음,2500,1,1
211,q22,Neither,0,None,None,0,0,0
211,q23,A,0,무설탕,건강라벨 없음,2000,1,0
211,q23,B,1,무설탕,건강라벨 있음,3000,1,1
211,q23,Neither,0,None,None,0,0,0
211,q24,A,1,일반당,건강라벨 있음,2000,0,1
211,q24,B,0,일반당,건강라벨 없음,2500,0,0
211,q24,Neither,0,None,None,0,0,0
211,q25,A,1,무설탕,건강라벨 없음,2500,1,0
211,q25,B,0,일반당,건강라벨 있음,3000,0,1
211,q25,Neither,0,None,None,0,0,0
211,q26,A,0,일반당,건강라벨 있음,3000,0,1
211,q26,B,1,무설탕,건강라벨 없음,2000,1,0
211,q26,Neither,0,None,None,0,0,0
212,q21,A,1,무설탕,건강라벨 있음,2500,1,1
212,q21,B,0,일반당,건강라벨 없음,2000,0,0
212,q21,Neither,0,None,None,0,0,0
212,q22,A,1,일반당,건강라벨 없음,3000,0,0
212,q22,B,0,무설탕,건강라벨 있음,2500,1,1
212,q22,Neither,0,None,None,0,0,0
212,q23,A,0,무설탕,건강라벨 없음,2000,1,0
212,q23,B,1,무설탕,건강라벨 있음,3000,1,1
212,q23,Neither,0,None,None,0,0,0
212,q24,A,0,일반당,건강라벨 있음,2000,0,1
212,q24,B,1,일반당,건강라벨 없음,2500,0,0
212,q24,Neither,0,None,None,0,0,0
212,q25,A,0,무설탕,건강라벨 없음,2500,1,0
212,q25,B,1,일반당,건강라벨 있음,3000,0,1
212,q25,Neither,0,None,None,0,0,0
212,q26,A,1,일반당,건강라벨 있음,3000,0,1
212,q26,B,0,무설탕,건강라벨 없음,2000,1,0
212,q26,Neither,0,None,None,0,0,0
213,q21,A,1,무설탕,건강라벨 있음,2500,1,1
213,q21,B,0,일반당,건강라벨 없음,2000,0,0
213,q21,Neither,0,None,None,0,0,0
213,q22,A,0,일반당,건강라벨 없음,3000,0,0
213,q22,B,1,무설탕,건강라벨 있음,2500,1,1
213,q22,Neither,0,None,None,0,0,0
213,q23,A,0,무설탕,건강라벨 없음,2000,1,0
213,q23,B,1,무설탕,건강라벨 있음,3000,1,1
213,q23,Neither,0,None,None,0,0,0
213,q24,A,1,일반당,건강라벨 있음,2000,0,1
213,q24,B,0,일반당,건강라벨 없음,2500,0,0
213,q24,Neither,0,None,None,0,0,0
213,q25,A,1,무설탕,건강라벨 없음,2500,1,0
213,q25,B,0,일반당,건강라벨 있음,3000,0,1
213,q25,Neither,0,None,None,0,0,0
213,q26,A,0,일반당,건강라벨 있음,3000,0,1
213,q26,B,1,무설탕,건강라벨 없음,2000,1,0
213,q26,Neither,0,None,None,0,0,0
215,q21,A,0,무설탕,건강라벨 있음,2500,1,1
215,q21,B,1,일반당,건강라벨 없음,2000,0,0
215,q21,Neither,0,None,None,0,0,0
215,q22,A,1,일반당,건강라벨 없음,3000,0,0
215,q22,B,0,무설탕,건강라벨 있음,2500,1,1
215,q22,Neither,0,None,None,0,0,0
215,q23,A,1,무설탕,건강라벨 없음,2000,1,0
215,q23,B,0,무설탕,건강라벨 있음,3000,1,1
215,q23,Neither,0,None,None,0,0,0
215,q24,A,1,일반당,건강라벨 있음,2000,0,1
215,q24,B,0,일반당,건강라벨 없음,2500,0,0
215,q24,Neither,0,None,None,0,0,0
215,q25,A,1,무설탕,건강라벨 없음,2500,1,0
215,q25,B,0,일반당,건강라벨 있음,3000,0,1
215,q25,Neither,0,None,None,0,0,0
215,q26,A,0,일반당,건강라벨 있음,3000,0,1
215,q26,B,1,무설탕,건강라벨 없음,2000,1,0
215,q26,Neither,0,None,None,0,0,0
217,q21,A,0,무설탕,건강라벨 있음,2500,1,1
217,q21,B,0,일반당,건강라벨 없음,2000,0,0
217,q21,Neither,1,None,None,0,0,0
217,q22,A,0,일반당,건강라벨 없음,3000,0,0
217,q22,B,0,무설탕,건강라벨 있음,2500,1,1
217,q22,Neither,1,None,None,0,0,0
217,q23,A,0,무설탕,건강라벨 없음,2000,1,0
217,q23,B,0,무설탕,건강라벨 있음,3000,1,1
217,q23,Neither,1,None,None,0,0,0
